품목조회(Biofdnc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
품목상태,등록일,등록자,최종수정일,최종수정자,관리부서,품목대분류,품목중분류,품목소분류,Lot 관리,품목자산분류,품번,품명,규격,영문명,품목설명,기준단위,품목세부분류,검색어(이명(異名)),사양,품목특이사항,CAS NO,MOQ,포장단위,Manufacturer,Country of Manufacture,Source of Origin(Method),Plant Part,Country of Origin,중국원료신고번호(NMPA),알러젠성분,Furocoumarines,효능,특허,논문,임상,사용기한,보관위치,보관방법1,안정성 및 유의사항1,Note on storage1,Safety & Handling1,NOTICE (COA3 영문)1,NOTICE (COA3 국문)1,NOTICE (Composition 국문)1,NOTICE (Composition 영문)1,CAUTION (Origin)1,유기농 인증,KOSHER 인증,HALAL 인증,VEGAN 인증,ISAAA 인증,RSPO 인증,REACH 인증,Expiration Date,보관방법2,안정성 및 유의사항2,Note on storage2,Safety & Handling2,NOTICE (COA3 영문)2,NOTICE (COA3 국문)2,NOTICE (Composition 국문)2,NOTICE (Composition 영문)2,CAUTION (Origin)2
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Peptide(P),0,상품,RGP00064,COEM Peptide Complex-3(상품_사용중지),,,"화순제조, 코이엠-Complex-2 에서 품목명 변경 (코이엠요청)<br>",KG,Peptide Complex,,,,,1kg,"1, 5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Peptide(P),0,상품,RGP00066,AC-CECRRR(상품_사용중지),,,"상품, 셀라퓨틱스바이오",mg,,셀라스퓨틱스 원료 전달 건,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Peptide(P),0,상품,RGP00067,AC-CECKRR(상품_사용중지),,,"상품, 셀라퓨틱스바이오<br>",mg,etc.,셀라스퓨틱스 원료 전달 건,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Peptide(P),0,상품,RGP00068,EEP 100ppm(상품_사용중지),,,"화순원료, elastin essential peptide",KG,,"eep, elastin essential peptide",,,,1kg,"1, 5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Peptide(P),0,상품,RGP00071,PmGF+(상품_사용중지),,,"""대납품목 [화순제조]
""",KG,PmGF-X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Peptide(P),0,상품,RGP00072,"Palmitoyl Pentapeptide-4, 100ppm(상품_사용중지)",,,네이처텍용 대납,KG,PPP,,화순제조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Peptide(P),0,상품,RGP00073,Neo-Pep6X (사용중지)(상품_사용중지),,,[사용중지] 리셀랩-한솔바이오텍,KG,Peptide Complex,(사용중지) 품목코드변경 RPP00738,"[사용중지] BG,H,E-lbs-3.0~5.0",,,1kg,"1, 5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Peptide(P),0,상품,RGP00074,Ecis Peptide Complex(상품_사용중지),,,에스에이치-올리고펩타이드-1 1ppm<br>아세틸테트라펩타이드-5 100ppm<br>팔미토일트라이펩타이드-1 10ppm<br>,KG,Vitaminpeptide,,,,,1kg,"1, 5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Peptide(P),0,상품,RGP00075,Elastin Scalp peptide 100ppm(상품_사용중지),,,,KG,Elastin Scalp Peptide,,화순제품,,,1kg,"1, 5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Peptide(P),0,상품,RGP00076,아미노산콤플렉스(상품_사용중지),,,화순제품,KG,,아미노산 complex,,,,1kg,"1, 5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Peptide(P),0,상품,RGP00077,"Palmitoyl Tripeptide-1, 500ppm(상품_사용중지)",,,코스맥스은 (30만원) 화순 대납,KG,Palmitoyl Tripeptide-1,,화순대납,,,1kg,1kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Peptide(P),0,상품,RGP00078,에이리페어 콤플렉스-EWG1등급용(상품_사용중지),,,화순제품 대납품목 (화순-지엠홀딩스 제조건 한국콜마에서 사급원료 직접구매),KG,Protein Complex,,화순제품 대납품목,,,,,(주)바이오에프디엔씨 화순,,,,한국,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00001,EGF-Dextrin(상품_사용중지),,,,KG,EGF,,Powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00002,K.Medicell for Skin(상품_사용중지),,,화순제조<br>,KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00003,SOD1-Dextrin(상품_사용중지),,,,KG,SOD1,,Powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00005,K.Medicell for Hair(상품_사용중지),,,화순제조<br><br>,KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00006,EGF powder(덱스트린) 100ppm(상품_사용중지),,,,KG,EGF,,Powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00007,SOD1+SOD3(1ppm)(상품_사용중지),,,화순제품,KG,Protein Complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00008,PDGFA+PDGFB(1ppm)(상품_사용중지),,,화순제품,KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00009,Potato-EGF(상품_사용중지),,,화순제품,mg,Potato-EGF,,Powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00010,bFGF(상품_사용중지),,,화순제품,mg,bFGF,,Powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00011,eyesel PDGF Complex(상품_사용중지),,,회순제품,KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00012,eyesel SOD Complex(상품_사용중지),,,화순제품,KG,SOD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00013,Phyto-bFGF(상품_사용중지),,,"Powder, 화순제품<br>",mg,Potato-bFGF,,화순제품,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00014,성장인자 Complex(상품_사용중지),,,동양에프티/한국화장품 화순제품 대납 품목,KG,Protein Complex,화순제품 대납 품목,화순제품 대납 품목,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00015,"VEGFA, 1ppm (H)(상품_사용중지)",,,화순제품,KG,VEGF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00016,"VEGF-A, 1ppm(상품_사용중지)",,,화순제품,KG,VEGF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00020,DEH3H 10ppm(상품_사용중지),,,화순제품,KG,,,,,,1kg,"1, 5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00021,5GF Complex (1)(상품_사용중지),,,화순제품 대납품목<br>,KG,Protein Complex,,화순제품 대납품목,,,1kg,"1, 5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00022,Bio growth factor 3(600ppm)(상품_사용중지),,,,KG,Protein Complex,,,,,1kg,"1, 5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00032,COL3A1 1ppm(상품_사용중지),,,화순제품,KG,,,,,,1kg,"1, 5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00036,EGF-Dextrin Powder(10ppm)(상품_사용중지),,,,KG,EGF,,Powder,,,1kg,"1, 5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00039,IntoCell Plus-EGF 1ppm(상품_사용중지),,,화순제품,KG,EGF,,,,,1kg,"1, 5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00040,RICE EGF 100ppm(상품_사용중지),,,화순제품,KG,RICE-EGF,,,,,1kg,"1, 5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00041,RICE EGF 1000ppm(상품_사용중지),,,화순제품,KG,RICE-EGF,,,,,1kg,"1, 5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00042,RICE EGF 100ppm(상품_사용중지),,,화순제품,KG,RICE-EGF,,,,,1kg,"1, 5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00043,RICE EGF 50ppm(상품_사용중지),,,화순제품,KG,RICE-EGF,,,,,1kg,"1, 5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00044,Sirt1 10ppm(상품_사용중지),,,화순제품,KG,,,,,,1kg,"1, 5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00045,TGFb3 1ppm(상품_사용중지),,,화순제품,KG,TGF-b1,,,,,1kg,"1, 5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00046,TGF-beta1 10ppm(상품_사용중지),,,화순제품,KG,TGF-b1,,,,,1kg,"1, 5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00047,TGF-beta1 1ppm(상품_사용중지),,,화순제품,KG,TGF-b1,,,,,1kg,"1, 5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00048,"RICE-EGF, 10ppm(상품_사용중지)",,,화순제품,KG,RICE-EGF,"Rice EGF, phyto-EGF 10 ppm (Rice EGF 10 ppm)",화순제품,,,1kg,"1, 5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00050,Active Factor Complex(상품_사용중지),,,화순제조제품,KG,Protein Complex,,,,,1kg,"1, 5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00051,PDGF-B 1ppm(상품_사용중지),,,화순발주 상품견적(제품아님),KG,,,,,,1,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00052,PDGF-B 10ppm(상품_사용중지),,,화순발주 상품견적(제품아님),KG,,,,,,1,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00053,PDGF-B [사용중지],100mg,,화순발주 상품견적(제품아님),mg,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00054,PDGF-B [사용중지],10mg,,화순발주 상품견적(제품아님),mg,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00055,TGF-b1 1ppm(상품_사용중지),,,화순발주 상품견적(제품아님),KG,TGF-b1,,,,,1,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00056,TGF-b1 10ppm(상품_사용중지),,,화순발주 상품견적(제품아님),KG,TGF-b1,,,,,1,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00057,"TGF-b1, 10mg [사용중지]",10mg,,화순발주 상품견적(제품아님),mg,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00058,"TGF-b1, 100mg [사용중지]",100mg,,화순발주 상품견적(제품아님),mg,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00059,TGF-a 1ppm(상품_사용중지),,,화순발주 상품견적(제품아님),KG,TGF-alpha,,,,,1,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00060,TGF-a 10ppm(상품_사용중지),,,화순발주 상품견적(제품아님),KG,TGF-alpha,,,,,1,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00061,HGF 1ppm(상품_사용중지),,,화순발주 상품견적(제품아님),KG,HGF,,,,,1,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00062,HGF 10ppm(상품_사용중지),,,화순발주 상품견적(제품아님),KG,HGF,,,,,1,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00063,TGF-a [사용중지],10mg,,화순발주 상품견적(제품아님),mg,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00064,TGF-a [사용중지],100mg,,화순발주 상품견적(제품아님),mg,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00065,"HGF, 10mg [사용중지]",10mg,,화순발주 상품견적(제품아님),mg,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00066,"HGF, 100mg [사용중지]",100mg,,화순발주 상품견적(제품아님),mg,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00067,미백 Complex(상품_사용중지),,,"""화순대납 건, 화순에서 더마밀로 직접공급하는 제품
""",KG,Protein Complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00068,주름 Complex(상품_사용중지),,,"화순대납 건, 화순에서 더마밀로 직접공급하는 제품<br>",KG,Protein Complex,,화순대납품목,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00070,"EGF, powder [사용중지]",10mg,,"""화순 제품, 화순에서 거래처로 직발송, 대납 품목
""",mg,,"EGF (한국비엔씨용), EGF (powder)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00071,"IGF, powder [사용중지]",10mg,,"화순 제품, 화순에서 거래처로 직발송, 대납 품목",mg,,"IGF (한국비엔씨용), IGF (powder)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00072,"bFGF, powder [사용중지]",10mg,,"화순 제품, 화순에서 거래처로 직발송, 대납 품목",mg,,"bFGF (한국비엔씨용), bFGF (powder)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00073,"coppertripeptide-1, powder [사용중지]",100mg,,"화순 제품, 화순에서 거래처로 직발송, 대납 품목",mg,,"coppertripeptide-1 (한국비엔씨용), coppertripeptide-1 (powder)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폐기,2023-03-29,오승택,2023-07-12,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),"[원료제조팀]상품,지점제품(G)",[원료제조팀상품]Protein(R),0,상품,RGR00074,"TRX, powder [사용중지]",10mg,,"화순 제품, 화순에서 거래처로 직발송, 대납 품목",mg,,"TRX (한국비엔씨용), TRX (powder)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
